"solarSystemID";"solarSystemName";"class";"effect";"static1";"static2"
"31000843";"J151311";"2";;"Z647";"B274"
"31000844";"J101650";"2";"Wolf-Rayet Star";"Z647";"B274"
"31000845";"J165006";"2";;"Z647";"B274"
"31000846";"J103533";"2";"Magnetar";"Z647";"B274"
"31000847";"J101441";"2";"Red Giant";"Z647";"B274"
"31000848";"J124253";"2";;"Z647";"B274"
"31000849";"J232200";"2";;"Z647";"B274"
"31000850";"J144326";"2";;"Z647";"B274"
"31000851";"J124449";"2";"Black Hole";"Z647";"B274"
"31000852";"J100642";"2";;"Z647";"B274"
"31000853";"J133150";"2";;"Z647";"B274"
"31000854";"J164126";"2";;"Z647";"B274"
"31000855";"J171142";"2";;"Z647";"B274"
"31000856";"J145634";"2";;"Z647";"B274"
"31000857";"J151431";"2";;"Z647";"B274"
"31000858";"J233555";"2";;"Z647";"B274"
"31000859";"J100651";"2";"Red Giant";"Z647";"B274"
"31000879";"J111038";"2";;"Z647";"B274"
"31000726";"J134735";"2";;"N062";"E545"
"31000746";"J223511";"2";;"R474";"E545"
"31000747";"J134401";"2";;"R474";"E545"
"31000748";"J214739";"2";"Pulsar";"R474";"E545"
"31000749";"J104321";"2";;"R474";"E545"
"31000750";"J115327";"2";"Wolf-Rayet Star";"R474";"E545"
"31000751";"J154937";"2";;"R474";"E545"
"31000752";"J112505";"2";;"Z647";"B274"
"31000753";"J102739";"2";;"Z647";"B274"
"31000754";"J171309";"2";;"Z647";"B274"
"31000755";"J133417";"2";;"Z647";"B274"
"31000756";"J124749";"2";;"Z647";"B274"
"31000757";"J122137";"2";"Magnetar";"Z647";"B274"
"31000758";"J140353";"2";;"Z647";"B274"
"31000759";"J104029";"2";;"Z647";"B274"
"31000760";"J151348";"2";"Pulsar";"Z647";"B274"
"31000761";"J163522";"2";;"Z647";"B274"
"31000762";"J131315";"2";"Black Hole";"Z647";"B274"
"31000745";"J125824";"2";;"R474";"E545"
"31000744";"J161138";"2";"Red Giant";"R474";"E545"
"31000727";"J142845";"2";;"N062";"E545"
"31000728";"J140750";"2";;"N062";"E545"
"31000729";"J104515";"2";"Wolf-Rayet Star";"N062";"E545"
"31000730";"J113039";"2";;"N062";"E545"
"31000731";"J111159";"2";;"N062";"E545"
"31000732";"J105342";"2";;"N062";"E545"
"31000733";"J121728";"2";;"N062";"E545"
"31000734";"J115700";"2";"Wolf-Rayet Star";"N062";"E545"
"31000735";"J143234";"2";;"N062";"E545"
"31000736";"J122524";"2";;"N062";"E545"
"31000737";"J124007";"2";"Red Giant";"N062";"E545"
"31000738";"J150533";"2";;"N062";"E545"
"31000739";"J143933";"2";;"N062";"E545"
"31000740";"J225128";"2";"Magnetar";"N062";"E545"
"31000741";"J133632";"2";"Red Giant";"N062";"E545"
"31000742";"J131744";"2";;"R474";"E545"
"31000743";"J125923";"2";;"R474";"E545"
"31000763";"J114008";"2";"Magnetar";"Z647";"B274"
"31000764";"J233839";"2";"Red Giant";"Z647";"B274"
"31000802";"J223552";"2";"Wolf-Rayet Star";"Z647";"B274"
"31000785";"J122931";"2";;"Z647";"B274"
"31000786";"J173245";"2";;"Z647";"B274"
"31000787";"J145246";"2";"Red Giant";"Z647";"B274"
"31000788";"J124526";"2";"Red Giant";"Z647";"B274"
"31000789";"J165648";"2";;"Z647";"B274"
"31000790";"J134405";"2";;"Z647";"B274"
"31000791";"J213111";"2";;"Z647";"B274"
"31000792";"J135422";"2";;"Z647";"B274"
"31000793";"J153030";"2";"Wolf-Rayet Star";"Z647";"B274"
"31000794";"J120634";"2";;"Z647";"B274"
"31000795";"J102209";"2";;"Z647";"B274"
"31000796";"J123540";"2";;"Z647";"B274"
"31000797";"J112715";"2";"Red Giant";"Z647";"B274"
"31000798";"J162159";"2";;"Z647";"B274"
"31000799";"J122118";"2";"Wolf-Rayet Star";"Z647";"B274"
"31000800";"J105244";"2";"Black Hole";"Z647";"B274"
"31000801";"J123958";"2";"Cataclysmic Variable";"Z647";"B274"
"31000784";"J144004";"2";;"Z647";"B274"
"31000783";"J163318";"2";;"Z647";"B274"
"31000772";"J144739";"2";;"Z647";"B274"
"31000771";"J215151";"2";;"Z647";"B274"
"31000770";"J154813";"2";;"Z647";"B274"
"31000769";"J160126";"2";;"Z647";"B274"
"31000768";"J173213";"2";;"Z647";"B274"
"31000767";"J130125";"2";;"Z647";"B274"
"31000766";"J114308";"2";;"Z647";"B274"
"31000765";"J112558";"2";;"Z647";"B274"
"31000773";"J102602";"2";;"Z647";"B274"
"31000774";"J120924";"2";;"Z647";"B274"
"31000782";"J224145";"2";;"Z647";"B274"
"31000781";"J152624";"2";;"Z647";"B274"
"31000780";"J122635";"2";"Red Giant";"Z647";"B274"
"31000779";"J105123";"2";;"Z647";"B274"
"31000778";"J153003";"2";;"Z647";"B274"
"31000777";"J101824";"2";;"Z647";"B274"
"31000776";"J101719";"2";;"Z647";"B274"
"31000775";"J212906";"2";;"Z647";"B274"
"31000500";"J120928";"2";"Red Giant";"Y683";"B274"
"31000488";"J123450";"2";"Wolf-Rayet Star";"Y683";"B274"
"31000487";"J172556";"2";;"Y683";"B274"
"31000486";"J113108";"2";;"Y683";"B274"
"31000485";"J131107";"2";"Black Hole";"Y683";"B274"
"31000484";"J172551";"2";;"Y683";"B274"
"31000483";"J215537";"2";;"Y683";"B274"
"31000482";"J114405";"2";;"Y683";"B274"
"31000481";"J145155";"2";;"Y683";"B274"
"31000480";"J131221";"2";;"Y683";"B274"
"31000489";"J135809";"2";"Red Giant";"Y683";"B274"
"31000490";"J212319";"2";"Pulsar";"Y683";"B274"
"31000499";"J162430";"2";;"Y683";"B274"
"31000498";"J213058";"2";;"Y683";"B274"
"31000497";"J120619";"2";;"Y683";"B274"
"31000496";"J114055";"2";;"Y683";"B274"
"31000495";"J231517";"2";"Cataclysmic Variable";"Y683";"B274"
"31000494";"J114758";"2";"Pulsar";"Y683";"B274"
"31000493";"J104115";"2";;"Y683";"B274"
"31000492";"J170038";"2";"Black Hole";"Y683";"B274"
"31000491";"J104210";"2";"Pulsar";"Y683";"B274"
"31000479";"J100246";"2";;"Y683";"B274"
"31000478";"J110823";"2";"Red Giant";"Y683";"B274"
"31000477";"J160014";"2";"Red Giant";"Y683";"B274"
"31000465";"J145759";"2";;"Y683";"B274"
"31000464";"J144546";"2";"Pulsar";"Y683";"B274"
"31000463";"J211915";"2";"Cataclysmic Variable";"Y683";"B274"
"31000462";"J141332";"2";"Wolf-Rayet Star";"Y683";"B274"
"31000461";"J151250";"2";;"Y683";"B274"
"31000460";"J100640";"2";;"Y683";"B274"
"31000459";"J103716";"2";;"Y683";"B274"
"31000458";"J162700";"2";;"O477";"B274"
"31000457";"J234557";"2";;"O477";"B274"
"31000466";"J103422";"2";"Wolf-Rayet Star";"Y683";"B274"
"31000467";"J130222";"2";;"Y683";"B274"
"31000476";"J134323";"2";"Wolf-Rayet Star";"Y683";"B274"
"31000475";"J115651";"2";;"Y683";"B274"
"31000474";"J100447";"2";"Black Hole";"Y683";"B274"
"31000473";"J143359";"2";;"Y683";"B274"
"31000472";"J122832";"2";"Red Giant";"Y683";"B274"
"31000471";"J130209";"2";;"Y683";"B274"
"31000470";"J105803";"2";;"Y683";"B274"
"31000469";"J105321";"2";;"Y683";"B274"
"31000468";"J165357";"2";;"Y683";"B274"
"31000456";"J155616";"2";"Black Hole";"O477";"B274"
"31000545";"J131240";"2";;"Y683";"B274"
"31000533";"J101149";"2";;"Y683";"B274"
"31000532";"J142239";"2";;"Y683";"B274"
"31000531";"J160311";"2";;"Y683";"B274"
"31000530";"J132024";"2";;"Y683";"B274"
"31000529";"J135910";"2";"Cataclysmic Variable";"Y683";"B274"
"31000528";"J154606";"2";;"Y683";"B274"
"31000527";"J114306";"2";;"Y683";"B274"
"31000526";"J140642";"2";;"Y683";"B274"
"31000525";"J140308";"2";;"Y683";"B274"
"31000534";"J154538";"2";;"Y683";"B274"
"31000535";"J144426";"2";;"Y683";"B274"
"31000544";"J104820";"2";;"Y683";"B274"
"31000543";"J170552";"2";;"Y683";"B274"
"31000542";"J100033";"2";;"Y683";"B274"
"31000541";"J163138";"2";"Pulsar";"Y683";"B274"
"31000540";"J215736";"2";"Red Giant";"Y683";"B274"
"31000539";"J145316";"2";"Magnetar";"Y683";"B274"
"31000538";"J112614";"2";;"Y683";"B274"
"31000537";"J122124";"2";;"Y683";"B274"
"31000536";"J150341";"2";"Wolf-Rayet Star";"Y683";"B274"
"31000524";"J230207";"2";;"Y683";"B274"
"31000523";"J132559";"2";;"Y683";"B274"
"31000522";"J122246";"2";;"Y683";"B274"
"31000510";"J140112";"2";;"Y683";"B274"
"31000509";"J150137";"2";;"Y683";"B274"
"31000508";"J133419";"2";"Cataclysmic Variable";"Y683";"B274"
"31000507";"J122331";"2";;"Y683";"B274"
"31000506";"J110316";"2";;"Y683";"B274"
"31000505";"J164130";"2";;"Y683";"B274"
"31000504";"J130854";"2";;"Y683";"B274"
"31000503";"J104328";"2";;"Y683";"B274"
"31000502";"J105203";"2";;"Y683";"B274"
"31000511";"J125721";"2";;"Y683";"B274"
"31000512";"J154515";"2";;"Y683";"B274"
"31000521";"J151615";"2";"Cataclysmic Variable";"Y683";"B274"
"31000520";"J150859";"2";;"Y683";"B274"
"31000519";"J114046";"2";"Red Giant";"Y683";"B274"
"31000518";"J132052";"2";"Magnetar";"Y683";"B274"
"31000517";"J154858";"2";;"Y683";"B274"
"31000516";"J134618";"2";"Black Hole";"Y683";"B274"
"31000515";"J234942";"2";"Red Giant";"Y683";"B274"
"31000514";"J102347";"2";;"Y683";"B274"
"31000513";"J135703";"2";"Pulsar";"Y683";"B274"
"31000501";"J132918";"2";;"Y683";"B274"
"31000410";"J142547";"2";;"O477";"B274"
"31000398";"J154212";"2";;"O477";"B274"
"31000397";"J111011";"2";;"O477";"B274"
"31000396";"J151047";"2";"Pulsar";"O477";"B274"
"31000395";"J121925";"2";"Cataclysmic Variable";"O477";"B274"
"31000394";"J122821";"2";;"O477";"B274"
"31000393";"J235408";"2";;"O477";"B274"
"31000392";"J210548";"2";;"O477";"B274"
"31000391";"J132009";"2";;"O477";"B274"
"31000390";"J103339";"2";;"O477";"B274"
"31000399";"J130256";"2";"Magnetar";"O477";"B274"
"31000400";"J113230";"2";;"O477";"B274"
"31000409";"J151231";"2";;"O477";"B274"
"31000408";"J160753";"2";;"O477";"B274"
"31000407";"J143639";"2";;"O477";"B274"
"31000406";"J111508";"2";;"O477";"B274"
"31000405";"J134800";"2";;"O477";"B274"
"31000404";"J153627";"2";"Magnetar";"O477";"B274"
"31000403";"J232801";"2";;"O477";"B274"
"31000402";"J233534";"2";"Magnetar";"O477";"B274"
"31000401";"J132557";"2";;"O477";"B274"
"31000389";"J235321";"2";"Cataclysmic Variable";"O477";"B274"
"31000388";"J145715";"2";;"O477";"B274"
"31000387";"J104008";"2";;"O477";"B274"
"31000375";"J134006";"2";;"O477";"B274"
"31000374";"J114835";"2";;"O477";"B274"
"31000373";"J144218";"2";;"O477";"B274"
"31000372";"J144605";"2";;"O477";"B274"
"31000371";"J155737";"2";"Pulsar";"O477";"B274"
"31000370";"J120726";"2";;"O477";"B274"
"31000369";"J141857";"2";;"O477";"B274"
"31000368";"J105951";"2";;"O477";"B274"
"31000367";"J125956";"2";;"O477";"B274"
"31000376";"J160941";"2";;"O477";"B274"
"31000377";"J111557";"2";;"O477";"B274"
"31000386";"J160412";"2";"Pulsar";"O477";"B274"
"31000385";"J151548";"2";"Magnetar";"O477";"B274"
"31000384";"J145805";"2";;"O477";"B274"
"31000383";"J211036";"2";;"O477";"B274"
"31000382";"J211936";"2";;"O477";"B274"
"31000381";"J153532";"2";"Pulsar";"O477";"B274"
"31000380";"J114346";"2";;"O477";"B274"
"31000379";"J155620";"2";"Wolf-Rayet Star";"O477";"B274"
"31000378";"J124219";"2";;"O477";"B274"
"31000366";"J111740";"2";;"O477";"B274"
"31000455";"J140012";"2";;"O477";"B274"
"31000443";"J213737";"2";"Black Hole";"O477";"B274"
"31000442";"J131204";"2";;"O477";"B274"
"31000441";"J155307";"2";;"O477";"B274"
"31000440";"J134951";"2";;"O477";"B274"
"31000439";"J110656";"2";;"O477";"B274"
"31000438";"J112801";"2";;"O477";"B274"
"31000437";"J134654";"2";;"O477";"B274"
"31000436";"J143429";"2";;"O477";"B274"
"31000435";"J164235";"2";"Pulsar";"O477";"B274"
"31000444";"J235117";"2";;"O477";"B274"
"31000445";"J164938";"2";;"O477";"B274"
"31000454";"J171518";"2";;"O477";"B274"
"31000453";"J150921";"2";;"O477";"B274"
"31000452";"J171424";"2";;"O477";"B274"
"31000451";"J124023";"2";;"O477";"B274"
"31000450";"J235447";"2";;"O477";"B274"
"31000449";"J172354";"2";;"O477";"B274"
"31000448";"J101307";"2";;"O477";"B274"
"31000447";"J144838";"2";;"O477";"B274"
"31000446";"J120310";"2";"Black Hole";"O477";"B274"
"31000434";"J132418";"2";;"O477";"B274"
"31000433";"J162720";"2";"Red Giant";"O477";"B274"
"31000432";"J103408";"2";"Red Giant";"O477";"B274"
"31000420";"J103839";"2";"Wolf-Rayet Star";"O477";"B274"
"31000419";"J112146";"2";"Red Giant";"O477";"B274"
"31000418";"J142533";"2";"Pulsar";"O477";"B274"
"31000417";"J143505";"2";;"O477";"B274"
"31000416";"J103217";"2";"Magnetar";"O477";"B274"
"31000415";"J145931";"2";;"O477";"B274"
"31000414";"J160715";"2";"Black Hole";"O477";"B274"
"31000413";"J112137";"2";;"O477";"B274"
"31000412";"J210422";"2";;"O477";"B274"
"31000421";"J152433";"2";"Red Giant";"O477";"B274"
"31000422";"J110408";"2";;"O477";"B274"
"31000431";"J230959";"2";;"O477";"B274"
"31000430";"J121454";"2";;"O477";"B274"
"31000429";"J110043";"2";;"O477";"B274"
"31000428";"J231837";"2";;"O477";"B274"
"31000427";"J112820";"2";;"O477";"B274"
"31000426";"J103948";"2";;"O477";"B274"
"31000425";"J120308";"2";;"O477";"B274"
"31000424";"J152801";"2";"Pulsar";"O477";"B274"
"31000423";"J205546";"2";;"O477";"B274"
"31000411";"J142306";"2";;"O477";"B274"
"31001321";"J171828";"3";;"U210";
"31001336";"J124207";"3";;"U210";
"31001337";"J132907";"3";;"U210";
"31001338";"J100015";"3";;"U210";
"31001339";"J144024";"3";;"U210";
"31001340";"J122806";"3";;"U210";
"31001341";"J133250";"3";;"U210";
"31001342";"J135852";"3";;"U210";
"31001343";"J130616";"3";"Magnetar";"U210";
"31001344";"J204323";"3";;"U210";
"31001345";"J120742";"3";;"U210";
"31001346";"J105549";"3";;"U210";
"31001335";"J110034";"3";;"U210";
"31001334";"J100338";"3";;"U210";
"31001333";"J170376";"3";;"U210";
"31001322";"J112942";"3";;"U210";
"31001323";"J112709";"3";"Wolf-Rayet Star";"U210";
"31001324";"J161213";"3";;"U210";
"31001325";"J140739";"3";"Pulsar";"U210";
"31001326";"J213534";"3";"Wolf-Rayet Star";"U210";
"31001327";"J165224";"3";;"U210";
"31001328";"J170144";"3";;"U210";
"31001329";"J162010";"3";"Cataclysmic Variable";"U210";
"31001330";"J110226";"3";"Cataclysmic Variable";"U210";
"31001331";"J104421";"3";"Cataclysmic Variable";"U210";
"31001332";"J104330";"3";;"U210";
"31001347";"J103237";"3";;"U210";
"31001348";"J215326";"3";;"U210";
"31001363";"J124744";"3";"Pulsar";"U210";
"31001364";"J161303";"3";;"U210";
"31001365";"J141848";"3";;"U210";
"31001366";"J104001";"3";;"U210";
"31001367";"J102304";"3";;"U210";
"31001368";"J172852";"3";;"U210";
"31001369";"J131304";"3";"Magnetar";"U210";
"31001370";"J145632";"3";;"U210";
"31001371";"J102515";"3";;"U210";
"31001372";"J160645";"3";;"U210";
"31001373";"J135129";"3";"Black Hole";"U210";
"31001362";"J121027";"3";;"U210";
"31001361";"J112747";"3";;"U210";
"31001360";"J205900";"3";;"U210";
"31001349";"J121700";"3";"Cataclysmic Variable";"U210";
"31001350";"J124358";"3";;"U210";
"31001351";"J112420";"3";;"U210";
"31001352";"J130022";"3";"Magnetar";"U210";
"31001353";"J155419";"3";;"U210";
"31001354";"J135723";"3";"Wolf-Rayet Star";"U210";
"31001355";"J105201";"3";"Cataclysmic Variable";"U210";
"31001356";"J133218";"3";"Magnetar";"U210";
"31001357";"J143345";"3";;"U210";
"31001358";"J115448";"3";;"U210";
"31001359";"J135642";"3";;"U210";
"31001374";"J115909";"3";;"U210";
"31001320";"J220338";"3";;"U210";
"31001266";"J144316";"3";"Pulsar";"K346";
"31001281";"J133951";"3";;"K346";
"31001282";"J150444";"3";;"K346";
"31001283";"J153858";"3";;"K346";
"31001284";"J172422";"3";"Magnetar";"K346";
"31001285";"J155545";"3";;"K346";
"31001286";"J161441";"3";;"K346";
"31001287";"J125449";"3";"Pulsar";"K346";
"31001288";"J210445";"3";;"K346";
"31001289";"J123443";"3";;"K346";
"31001290";"J121422";"3";;"K346";
"31001291";"J155403";"3";;"K346";
"31001280";"J112954";"3";;"K346";
"31001279";"J101323";"3";;"K346";
"31001278";"J145555";"3";;"K346";
"31001267";"J114612";"3";;"K346";
"31001268";"J130759";"3";;"K346";
"31001269";"J164751";"3";;"K346";
"31001270";"J131324";"3";"Red Giant";"K346";
"31001271";"J230722";"3";"Black Hole";"K346";
"31001272";"J134118";"3";"Cataclysmic Variable";"K346";
"31001273";"J164223";"3";"Pulsar";"K346";
"31001274";"J154449";"3";;"K346";
"31001275";"J172815";"3";;"K346";
"31001276";"J151242";"3";;"K346";
"31001277";"J213423";"3";"Red Giant";"K346";
"31001292";"J103724";"3";"Red Giant";"K346";
"31001319";"J153034";"3";"Pulsar";"U210";
"31001308";"J111823";"3";;"K346";
"31001309";"J211805";"3";;"K346";
"31001310";"J172028";"3";;"K346";
"31001311";"J101833";"3";;"K346";
"31001312";"J104815";"3";;"K346";
"31001313";"J124635";"3";"Black Hole";"K346";
"31001314";"J110738";"3";;"K346";
"31001315";"J170550";"3";;"K346";
"31001316";"J143704";"3";;"K346";
"31001317";"J143614";"3";;"U210";
"31001318";"J170236";"3";;"U210";
"31001307";"J102433";"3";;"K346";
"31001306";"J233628";"3";;"K346";
"31001305";"J213109";"3";;"K346";
"31001293";"J112948";"3";"Black Hole";"K346";
"31001294";"J235330";"3";;"K346";
"31001295";"J121507";"3";;"K346";
"31001296";"J235712";"3";;"K346";
"31001297";"J125016";"3";"Cataclysmic Variable";"K346";
"31001298";"J151516";"3";;"K346";
"31001299";"J132226";"3";"Black Hole";"K346";
"31001300";"J170656";"3";;"K346";
"31001301";"J155722";"3";;"K346";
"31001302";"J150135";"3";;"K346";
"31001303";"J151645";"3";"Wolf-Rayet Star";"K346";
"31001304";"J211151";"3";;"K346";
"31000898";"J124329";"3";"Red Giant";"U210";
"31000897";"J104654";"3";;"U210";
"31000896";"J170002";"3";;"U210";
"31000895";"J161338";"3";;"U210";
"31000894";"J101012";"3";"Red Giant";"U210";
"31000899";"J114648";"3";"Pulsar";"U210";
"31000900";"J131228";"3";"Red Giant";"U210";
"31000901";"J110448";"3";;"U210";
"31000902";"J144621";"3";"Red Giant";"U210";
"31000903";"J153104";"3";;"U210";
"31000904";"J100932";"3";;"U210";
"31000905";"J114048";"3";;"U210";
"31000893";"J111355";"3";;"U210";
"31000892";"J205027";"3";;"U210";
"31000881";"J114342";"3";"Black Hole";"U210";
"31000882";"J152031";"3";;"U210";
"31000883";"J113629";"3";;"U210";
"31000884";"J220301";"3";;"U210";
"31000885";"J102057";"3";"Pulsar";"U210";
"31000886";"J124753";"3";"Magnetar";"U210";
"31000887";"J114225";"3";;"U210";
"31000888";"J105002";"3";;"U210";
"31000889";"J111218";"3";;"U210";
"31000890";"J111634";"3";;"U210";
"31000891";"J105007";"3";"Magnetar";"U210";
"31000880";"J160650";"3";;"U210";
"31001040";"J100009";"3";"Pulsar";"U210";
"31001028";"J170740";"3";;"U210";
"31001027";"J122213";"3";;"U210";
"31001026";"J111309";"3";;"U210";
"31001025";"J130116";"3";"Magnetar";"U210";
"31001024";"J111031";"3";"Magnetar";"U210";
"31001023";"J142026";"3";"Magnetar";"U210";
"31001022";"J120452";"3";;"U210";
"31001021";"J165815";"3";;"U210";
"31001020";"J220950";"3";;"U210";
"31001029";"J113543";"3";;"U210";
"31001030";"J170817";"3";"Cataclysmic Variable";"U210";
"31001039";"J171549";"3";"Pulsar";"U210";
"31001038";"J145040";"3";;"U210";
"31001037";"J174317";"3";"Wolf-Rayet Star";"U210";
"31001036";"J141004";"3";;"U210";
"31001035";"J165118";"3";;"U210";
"31001034";"J155117";"3";;"U210";
"31001033";"J114627";"3";"Wolf-Rayet Star";"U210";
"31001032";"J125741";"3";;"U210";
"31001031";"J123405";"3";;"U210";
"31001019";"J144408";"3";"Black Hole";"U210";
"31001018";"J104351";"3";;"U210";
"31001017";"J134301";"3";"Pulsar";"U210";
"31001005";"J125833";"3";;"U210";
"31001004";"J133234";"3";;"U210";
"31001003";"J225524";"3";"Black Hole";"U210";
"31001002";"J150704";"3";;"U210";
"31001001";"J230226";"3";;"U210";
"31001000";"J142520";"3";"Magnetar";"U210";
"31000999";"J144646";"3";;"U210";
"31000998";"J223207";"3";;"U210";
"31000997";"J145916";"3";"Pulsar";"U210";
"31001006";"J104459";"3";"Red Giant";"U210";
"31001007";"J164713";"3";;"U210";
"31001016";"J172751";"3";"Red Giant";"U210";
"31001015";"J115015";"3";"Cataclysmic Variable";"U210";
"31001014";"J221117";"3";;"U210";
"31001013";"J121628";"3";;"U210";
"31001012";"J111255";"3";;"U210";
"31001011";"J130535";"3";"Red Giant";"U210";
"31001010";"J225949";"3";;"U210";
"31001009";"J220838";"3";;"U210";
"31001008";"J135355";"3";;"U210";
"31000996";"J100620";"3";;"U210";
"31001085";"J154145";"3";;"D845";
"31001073";"J121856";"3";;"D845";
"31001072";"J155852";"3";;"U210";
"31001071";"J170511";"3";;"U210";
"31001070";"J132750";"3";;"U210";
"31001069";"J124654";"3";"Wolf-Rayet Star";"U210";
"31001068";"J222222";"3";;"U210";
"31001067";"J112854";"3";"Red Giant";"U210";
"31001066";"J115136";"3";;"U210";
"31001065";"J141832";"3";;"U210";
"31001074";"J131025";"3";;"D845";
"31001075";"J122854";"3";"Red Giant";"D845";
"31001084";"J154357";"3";;"D845";
"31001083";"J112656";"3";;"D845";
"31001082";"J143513";"3";"Cataclysmic Variable";"D845";
"31001081";"J171813";"3";"Magnetar";"D845";
"31001080";"J133857";"3";"Wolf-Rayet Star";"D845";
"31001079";"J134123";"3";"Cataclysmic Variable";"D845";
"31001078";"J130835";"3";;"D845";
"31001077";"J203753";"3";;"D845";
"31001076";"J132222";"3";;"D845";
"31001064";"J162459";"3";;"U210";
"31001063";"J164951";"3";;"U210";
"31001062";"J154900";"3";;"U210";
"31001050";"J152146";"3";"Pulsar";"U210";
"31001049";"J111421";"3";"Cataclysmic Variable";"U210";
"31001048";"J172743";"3";;"U210";
"31001047";"J125149";"3";"Pulsar";"U210";
"31001046";"J104905";"3";;"U210";
"31001045";"J115504";"3";;"U210";
"31001044";"J100728";"3";"Red Giant";"U210";
"31001043";"J152636";"3";;"U210";
"31001042";"J154530";"3";;"U210";
"31001051";"J111603";"3";;"U210";
"31001052";"J114127";"3";"Black Hole";"U210";
"31001061";"J105017";"3";"Pulsar";"U210";
"31001060";"J155541";"3";;"U210";
"31001059";"J120945";"3";"Pulsar";"U210";
"31001058";"J124813";"3";"Black Hole";"U210";
"31001057";"J124715";"3";"Black Hole";"U210";
"31001056";"J161455";"3";"Pulsar";"U210";
"31001055";"J125049";"3";;"U210";
"31001054";"J123837";"3";;"U210";
"31001053";"J113923";"3";;"U210";
"31001041";"J124257";"3";;"U210";
"31000950";"J133651";"3";;"U210";
"31000938";"J221414";"3";;"U210";
"31000937";"J143916";"3";;"U210";
"31000936";"J165302";"3";"Magnetar";"U210";
"31000935";"J124630";"3";;"U210";
"31000934";"J105102";"3";"Wolf-Rayet Star";"U210";
"31000933";"J142018";"3";;"U210";
"31000932";"J143447";"3";;"U210";
"31000931";"J140752";"3";"Cataclysmic Variable";"U210";
"31000930";"J140521";"3";"Wolf-Rayet Star";"U210";
"31000939";"J153903";"3";;"U210";
"31000940";"J103955";"3";"Cataclysmic Variable";"U210";
"31000949";"J110706";"3";;"U210";
"31000948";"J151341";"3";;"U210";
"31000947";"J102407";"3";;"U210";
"31000946";"J111856";"3";;"U210";
"31000945";"J140341";"3";;"U210";
"31000944";"J131757";"3";;"U210";
"31000943";"J140050";"3";"Red Giant";"U210";
"31000942";"J134102";"3";;"U210";
"31000941";"J210952";"3";;"U210";
"31000929";"J111619";"3";;"U210";
"31000928";"J165001";"3";"Red Giant";"U210";
"31000927";"J101750";"3";;"U210";
"31000915";"J102257";"3";;"U210";
"31000914";"J112850";"3";;"U210";
"31000913";"J153528";"3";;"U210";
"31000912";"J124646";"3";;"U210";
"31000911";"J151900";"3";"Cataclysmic Variable";"U210";
"31000910";"J102856";"3";"Red Giant";"U210";
"31000909";"J123303";"3";"Cataclysmic Variable";"U210";
"31000908";"J152218";"3";"Magnetar";"U210";
"31000907";"J123230";"3";"Magnetar";"U210";
"31000916";"J142414";"3";"Black Hole";"U210";
"31000917";"J165803";"3";"Wolf-Rayet Star";"U210";
"31000926";"J164034";"3";;"U210";
"31000925";"J141007";"3";"Wolf-Rayet Star";"U210";
"31000924";"J113451";"3";;"U210";
"31000923";"J111805";"3";"Wolf-Rayet Star";"U210";
"31000922";"J161657";"3";;"U210";
"31000921";"J112608";"3";;"U210";
"31000920";"J124203";"3";;"U210";
"31000919";"J222104";"3";;"U210";
"31000918";"J115918";"3";"Pulsar";"U210";
"31000906";"J115706";"3";;"U210";
"31000995";"J100118";"3";"Magnetar";"U210";
"31000983";"J165806";"3";"Wolf-Rayet Star";"U210";
"31000982";"J125938";"3";;"U210";
"31000981";"J151538";"3";"Magnetar";"U210";
"31000980";"J164342";"3";"Wolf-Rayet Star";"U210";
"31000979";"J214227";"3";"Pulsar";"U210";
"31000978";"J164116";"3";;"U210";
"31000977";"J135526";"3";;"U210";
"31000976";"J113420";"3";;"U210";
"31000975";"J111214";"3";;"U210";
"31000984";"J122803";"3";"Cataclysmic Variable";"U210";
"31000985";"J113243";"3";;"U210";
"31000994";"J115253";"3";;"U210";
"31000993";"J112944";"3";;"U210";
"31000992";"J164457";"3";;"U210";
"31000991";"J173230";"3";;"U210";
"31000990";"J124126";"3";;"U210";
"31000989";"J121452";"3";;"U210";
"31000988";"J170717";"3";;"U210";
"31000987";"J152143";"3";;"U210";
"31000986";"J134022";"3";"Cataclysmic Variable";"U210";
"31000974";"J151429";"3";;"U210";
"31000973";"J214654";"3";;"U210";
"31000972";"J113619";"3";"Black Hole";"U210";
"31000960";"J113530";"3";"Magnetar";"U210";
"31000959";"J144447";"3";;"U210";
"31000958";"J112905";"3";;"U210";
"31000957";"J212329";"3";;"U210";
"31000956";"J164250";"3";"Black Hole";"U210";
"31000955";"J125949";"3";;"U210";
"31000954";"J160847";"3";;"U210";
"31000953";"J220832";"3";"Pulsar";"U210";
"31000952";"J102143";"3";"Wolf-Rayet Star";"U210";
"31000961";"J103604";"3";"Wolf-Rayet Star";"U210";
"31000962";"J142038";"3";"Pulsar";"U210";
"31000971";"J224926";"3";;"U210";
"31000970";"J114330";"3";;"U210";
"31000969";"J132635";"3";;"U210";
"31000968";"J212713";"3";;"U210";
"31000967";"J163526";"3";;"U210";
"31000966";"J154642";"3";"Black Hole";"U210";
"31000965";"J103653";"3";;"U210";
"31000964";"J132525";"3";;"U210";
"31000963";"J130403";"3";;"U210";
"31000951";"J123452";"3";"Cataclysmic Variable";"U210";
"31001220";"J225350";"3";"Red Giant";"U210";
"31001208";"J204039";"3";"Magnetar";"U210";
